         4335032 function calls (4299212 primitive calls) in 2840.405 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 namedtype.py:2(<module>)
        1    0.000    0.000    0.000    0.000 namedtype.py:21(OptionalNamedType)
        1    0.000    0.000    0.000    0.000 namedtype.py:23(DefaultedNamedType)
        1    0.000    0.000    0.000    0.000 namedtype.py:26(NamedTypes)
        6    0.000    0.000    0.000    0.000 namedtype.py:27(__init__)
       60    0.000    0.000    0.000    0.000 namedtype.py:44(__nonzero__)
       39    0.000    0.000    0.000    0.000 namedtype.py:47(__len__)
       30    0.000    0.000    0.000    0.000 namedtype.py:49(getTypeByPosition)
       30    0.000    0.000    0.000    0.000 namedtype.py:55(getPositionByType)
        1    0.000    0.000    0.000    0.000 namedtype.py:6(NamedType)
       30    0.000    0.000    0.000    0.000 namedtype.py:70(getNameByPosition)
       18    0.000    0.000    0.000    0.000 namedtype.py:9(__init__)
        1    0.000    0.000    0.000    0.000 namedval.py:2(<module>)
        1    0.000    0.000    0.000    0.000 namedval.py:31(getValue)
        1    0.000    0.000    0.000    0.000 namedval.py:35(__getitem__)
        1    0.000    0.000    0.000    0.000 namedval.py:36(__len__)
        1    0.000    0.000    0.000    0.000 namedval.py:43(clone)
        1    0.000    0.000    0.000    0.000 namedval.py:6(NamedValues)
        3    0.000    0.000    0.000    0.000 namedval.py:7(__init__)
        1    0.007    0.007    0.007    0.007 netrc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 netrc.py:12(NetrcParseError)
        1    0.000    0.000    0.000    0.000 netrc.py:24(netrc)
        1    0.000    0.000    0.000    0.000 numbers.py:13(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:169(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:34(Complex)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
        1    0.000    0.000    0.000    0.000 octets.py:1(<module>)
       45    0.000    0.000    0.000    0.000 octets.py:11(<lambda>)
     4268    0.012    0.000    0.018    0.000 ordered_dict.py:124(items)
     5689    0.020    0.000    0.038    0.000 ordered_dict.py:142(update)
        1    0.000    0.000    0.000    0.000 ordered_dict.py:16(OrderedDict)
     2845    0.029    0.000    0.047    0.000 ordered_dict.py:28(__init__)
     1423    0.006    0.000    0.006    0.000 ordered_dict.py:44(__setitem__)
        1    0.000    0.000    0.000    0.000 ordered_dict.py:5(<module>)
     8542    0.006    0.000    0.006    0.000 ordered_dict.py:63(__iter__)
        1    0.000    0.000    0.000    0.000 os.py:35(_get_exports_list)
        1    0.000    0.000    0.006    0.006 platform.py:10(<module>)
        1    0.000    0.000    0.008    0.008 platform.py:1000(_syscmd_uname)
        2    0.000    0.000    0.008    0.004 platform.py:1166(uname)
        1    0.000    0.000    0.008    0.008 platform.py:1303(system)
        1    0.000    0.000    0.000    0.000 platform.py:1322(release)
        2    0.000    0.000    0.000    0.000 platform.py:1389(_sys_version)
        1    0.000    0.000    0.000    0.000 platform.py:1487(python_implementation)
        1    0.000    0.000    0.000    0.000 platform.py:1500(python_version)
        1    0.000    0.000    0.000    0.000 platform.py:365(_popen)
        1    0.000    0.000    0.000    0.000 poolmanager.py:1(<module>)
     1424    0.007    0.000    0.086    0.000 poolmanager.py:121(connection_from_url)
        1    0.000    0.000    0.000    0.000 poolmanager.py:177(ProxyManager)
        1    0.000    0.000    0.000    0.000 poolmanager.py:31(PoolManager)
        2    0.000    0.000    0.000    0.000 poolmanager.py:61(__init__)
        1    0.000    0.000    0.000    0.000 poolmanager.py:67(_new_pool)
     1424    0.009    0.000    0.057    0.000 poolmanager.py:93(connection_from_host)
       12    0.000    0.000    0.000    0.000 posixpath.py:119(basename)
        1    0.000    0.000    0.000    0.000 posixpath.py:127(dirname)
     2850    0.020    0.000    0.029    0.000 posixpath.py:258(expanduser)
     2853    0.001    0.000    0.001    0.000 posixpath.py:51(normcase)
       17    0.000    0.000    0.000    0.000 posixpath.py:68(join)
     7301    0.004    0.000    0.011    0.000 pyexpat.c:441(CharacterData)
     3773    0.004    0.000    0.223    0.000 pyexpat.c:566(StartElement)
     3773    0.002    0.000    0.069    0.000 pyexpat.c:618(EndElement)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:105(inject_into_urllib3)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:120(SubjectAltName)
       15    0.001    0.000    0.009    0.001 pyopenssl.py:131(get_subj_alt_name)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:161(WrappedSocket)
       15    0.000    0.000    0.000    0.000 pyopenssl.py:168(__init__)
     1409    0.005    0.000    0.010    0.000 pyopenssl.py:174(fileno)
     1424    0.005    0.000    0.011    0.000 pyopenssl.py:177(makefile)
     5745    0.017    0.000 2828.528    0.492 pyopenssl.py:181(recv)
     1424    0.004    0.000    0.014    0.000 pyopenssl.py:199(settimeout)
     1424    0.003    0.000    0.082    0.000 pyopenssl.py:202(sendall)
     1438    0.002    0.000    0.003    0.000 pyopenssl.py:205(close)
       15    0.001    0.000    0.010    0.001 pyopenssl.py:211(getpeercert)
       45    0.000    0.000    0.000    0.000 pyopenssl.py:242(_verify_callback)
       15    0.002    0.000    1.271    0.085 pyopenssl.py:246(ssl_wrap_socket)
        1    0.029    0.029    0.233    0.233 pyopenssl.py:47(<module>)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 random.py:100(seed)
        1    0.007    0.007    0.010    0.010 random.py:40(<module>)
        1    0.000    0.000    0.000    0.000 random.py:650(WichmannHill)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 random.py:800(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:91(__init__)
     2852    0.005    0.000    0.021    0.000 re.py:134(match)
    22799    0.029    0.000    0.123    0.000 re.py:164(split)
      259    0.000    0.000    0.044    0.000 re.py:188(compile)
        6    0.000    0.000    0.000    0.000 re.py:204(escape)
    25910    0.037    0.000    0.092    0.000 re.py:226(_compile)
        2    0.005    0.003    0.209    0.105 request.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:12(RequestMethods)
        3    0.000    0.000    0.000    0.000 request.py:43(__init__)
        2    0.005    0.002    0.005    0.003 response.py:1(<module>)
     2849    0.010    0.000    0.010    0.000 response.py:1(is_fp_closed)
     1426    0.006    0.000    0.035    0.000 response.py:119(release_conn)
        1    0.000    0.000    0.000    0.000 response.py:13(DeflateDecoder)
     1425    0.022    0.000    1.180    0.001 response.py:143(read)
     2848    0.010    0.000    1.201    0.000 response.py:239(stream)
     1424    0.032    0.000    0.386    0.000 response.py:261(from_httplib)
     1425    0.004    0.000    0.009    0.000 response.py:298(closed)
        1    0.000    0.000    0.000    0.000 response.py:46(HTTPResponse)
     1424    0.030    0.000    0.263    0.000 response.py:75(__init__)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
     1425    0.005    0.000    0.005    0.000 retry.py:112(__init__)
        1    0.000    0.000    0.000    0.000 retry.py:16(Retry)
     1424    0.005    0.000    0.006    0.000 retry.py:192(is_forced_retry)
    19909    0.034    0.000    0.066    0.000 rfc822.py:197(isheader)
    21333    0.010    0.000    0.010    0.000 rfc822.py:209(islast)
    21333    0.006    0.000    0.006    0.000 rfc822.py:219(iscomment)
     5704    0.088    0.000    0.139    0.000 rfc822.py:228(getallmatchingheaders)
     8544    0.009    0.000    0.017    0.000 rfc822.py:285(getheader)
     5704    0.022    0.000    0.170    0.000 rfc822.py:295(getheaders)
     1424    0.001    0.000    0.003    0.000 rfc822.py:454(items)
        1    0.000    0.000    0.000    0.000 rfc822.py:496(AddrlistClass)
        1    0.000    0.000    0.000    0.000 rfc822.py:71(<module>)
        1    0.000    0.000    0.000    0.000 rfc822.py:770(AddressList)
        1    0.000    0.000    0.000    0.000 rfc822.py:85(Message)
     1424    0.006    0.000    0.566    0.000 rfc822.py:88(__init__)
        1    0.000    0.000    0.000    0.000 saxutils.py:109(XMLGenerator)
        1    0.000    0.000    0.000    0.000 saxutils.py:196(XMLFilterBase)
        1    0.000    0.000    0.000    0.000 saxutils.py:4(<module>)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:44(SingleByteCharSetProber)
        1    0.017    0.017    0.017    0.017 sbcsgroupprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 sbcsgroupprober.py:42(SBCSGroupProber)
        1    0.000    0.000    0.000    0.000 scanner.py:18(JSONDecodeError)
        2    0.020    0.010    0.023    0.011 scanner.py:2(<module>)
        1    0.003    0.003    0.003    0.003 scanner.py:4(_import_c_make_scanner)
        1    0.003    0.003    0.003    0.003 sessions.py:10(<module>)
        2    0.000    0.000    0.000    0.000 sessions.py:197(rebuild_auth)
        2    0.000    0.000    0.004    0.002 sessions.py:222(rebuild_proxies)
        1    0.000    0.000    0.000    0.000 sessions.py:260(Session)
        1    0.000    0.000    0.008    0.008 sessions.py:279(__init__)
     1422    0.029    0.000    1.795    0.001 sessions.py:338(prepare_request)
     1422    0.028    0.000 2838.409    1.996 sessions.py:378(request)
     9954    0.061    0.000    0.341    0.000 sessions.py:39(merge_setting)
       98    0.001    0.000  162.020    1.653 sessions.py:461(get)
     1324    0.009    0.000 2676.400    2.021 sessions.py:491(post)
1424/1422    0.041    0.000 2834.584    1.993 sessions.py:531(send)
     1422    0.018    0.000    1.987    0.001 sessions.py:610(merge_environment_settings)
     1424    0.005    0.000    0.020    0.000 sessions.py:634(get_adapter)
        2    0.000    0.000    0.000    0.000 sessions.py:649(mount)
    12698    0.006    0.000    0.006    0.000 sessions.py:67(<genexpr>)
     1422    0.002    0.000    0.002    0.000 sessions.py:72(merge_hooks)
        1    0.000    0.000    0.000    0.000 sessions.py:88(SessionRedirectMixin)
1426/1424    0.004    0.000    0.141    0.000 sessions.py:89(resolve_redirects)
        1    0.000    0.000    0.000    0.000 shlex.py:2(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:21(shlex)
        1    0.009    0.009    0.009    0.009 six.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:106(MovedAttribute)
        9    0.000    0.000    0.000    0.000 six.py:108(__init__)
        1    0.000    0.000    0.000    0.000 six.py:126(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:132(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:247(Iterator)
     2848    0.006    0.000    0.009    0.000 six.py:267(itervalues)
        1    0.000    0.000    0.000    0.000 six.py:317(exec_)
        1    0.000    0.000    0.000    0.000 six.py:53(X)
        1    0.000    0.000    0.000    0.000 six.py:54(__len__)
        4    0.000    0.000    0.000    0.000 six.py:67(_add_doc)
        1    0.000    0.000    0.000    0.000 six.py:72(_import_module)
        1    0.000    0.000    0.000    0.000 six.py:78(_LazyDescr)
       40    0.000    0.000    0.000    0.000 six.py:80(__init__)
        1    0.000    0.000    0.000    0.000 six.py:83(__get__)
        1    0.000    0.000    0.000    0.000 six.py:91(MovedModule)
       31    0.000    0.000    0.000    0.000 six.py:93(__init__)
        1    0.020    0.020    0.145    0.145 sjisprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 sjisprober.py:37(SJISProber)
        1    0.000    0.000    0.000    0.000 socket.py:167(_closedsocket)
        1    0.000    0.000    0.000    0.000 socket.py:179(_socketobject)
       15    0.002    0.000    0.002    0.000 socket.py:185(__init__)
     2893    0.005    0.000    0.370    0.000 socket.py:223(meth)
        1    0.000    0.000    0.000    0.000 socket.py:235(_fileobject)
     1424    0.005    0.000    0.006    0.000 socket.py:246(__init__)
     2848    0.041    0.000    0.045    0.000 socket.py:276(close)
     1424    0.004    0.000    0.008    0.000 socket.py:285(__del__)
     1424    0.001    0.000    0.001    0.000 socket.py:292(flush)
     2849    0.017    0.000    0.860    0.000 socket.py:336(read)
    27024    0.176    0.000 2828.042    0.105 socket.py:406(readline)
        1    0.008    0.008    0.008    0.008 socket.py:45(<module>)
      202    0.001    0.000    0.014    0.000 sre_compile.py:178(_compile_charset)
      202    0.004    0.000    0.013    0.000 sre_compile.py:207(_optimize_charset)
      420    0.000    0.000    0.000    0.000 sre_compile.py:24(_identityfunction)
       30    0.002    0.000    0.002    0.000 sre_compile.py:258(_mk_bitmap)
        4    0.005    0.001    0.008    0.002 sre_compile.py:301(_optimize_unicode)
   475/60    0.004    0.000    0.015    0.000 sre_compile.py:32(_compile)
      199    0.000    0.000    0.000    0.000 sre_compile.py:354(_simple)
       60    0.000    0.000    0.007    0.000 sre_compile.py:359(_compile_info)
      120    0.000    0.000    0.000    0.000 sre_compile.py:472(isstring)
       60    0.000    0.000    0.022    0.000 sre_compile.py:478(_code)
       60    0.000    0.000    0.043    0.001 sre_compile.py:493(compile)
       36    0.000    0.000    0.000    0.000 sre_compile.py:51(fixup)
     1000    0.000    0.000    0.000    0.000 sre_parse.py:126(__len__)
     2123    0.001    0.000    0.002    0.000 sre_parse.py:130(__getitem__)
      221    0.000    0.000    0.000    0.000 sre_parse.py:134(__setitem__)
      993    0.000    0.000    0.001    0.000 sre_parse.py:138(append)
  668/259    0.002    0.000    0.002    0.000 sre_parse.py:140(getwidth)
       63    0.000    0.000    0.000    0.000 sre_parse.py:178(__init__)
     4390    0.005    0.000    0.005    0.000 sre_parse.py:182(__next)
     1712    0.001    0.000    0.001    0.000 sre_parse.py:195(match)
     3809    0.002    0.000    0.006    0.000 sre_parse.py:201(get)
        9    0.000    0.000    0.000    0.000 sre_parse.py:205(tell)
        1    0.000    0.000    0.000    0.000 sre_parse.py:207(seek)
      274    0.000    0.000    0.000    0.000 sre_parse.py:210(isident)
       45    0.000    0.000    0.000    0.000 sre_parse.py:216(isname)
      136    0.000    0.000    0.000    0.000 sre_parse.py:225(_class_escape)
      173    0.000    0.000    0.000    0.000 sre_parse.py:257(_escape)
   231/63    0.001    0.000    0.019    0.000 sre_parse.py:301(_parse_sub)
   283/65    0.007    0.000    0.019    0.000 sre_parse.py:379(_parse)
       63    0.000    0.000    0.000    0.000 sre_parse.py:67(__init__)
    63/60    0.000    0.000    0.020    0.000 sre_parse.py:675(parse)
      126    0.000    0.000    0.000    0.000 sre_parse.py:72(opengroup)
      126    0.000    0.000    0.000    0.000 sre_parse.py:83(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:85(checkgroup)
      528    0.000    0.000    0.000    0.000 sre_parse.py:90(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:100(SSLSocket)
        1    0.003    0.003    0.005    0.005 ssl.py:56(<module>)
        1    0.000    0.000    0.000    0.000 ssl_.py:1(<module>)
       15    0.000    0.000    0.000    0.000 ssl_.py:55(resolve_cert_reqs)
       15    0.000    0.000    0.000    0.000 ssl_.py:78(resolve_ssl_version)
        1    0.026    0.026    0.145    0.145 ssl_peer_verification.py:2(<module>)
        1    0.000    0.000    0.001    0.001 ssl_peer_verification.py:27(ServerSSLCertVerification)
        1    0.000    0.000    0.000    0.000 status_codes.py:3(<module>)
        1    0.000    0.000    0.000    0.000 string.py:248(strip)
        1    0.000    0.000    0.000    0.000 string.py:281(split)
        1    0.003    0.003    0.003    0.003 stringprep.py:6(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:14(CaseInsensitiveDict)
     5695    0.017    0.000    0.280    0.000 structures.py:42(__init__)
    33847    0.029    0.000    0.046    0.000 structures.py:48(__setitem__)
    56648    0.053    0.000    0.077    0.000 structures.py:53(__getitem__)
        3    0.000    0.000    0.000    0.000 structures.py:56(__delitem__)
     5692    0.008    0.000    0.011    0.000 structures.py:59(__iter__)
    37929    0.012    0.000    0.012    0.000 structures.py:60(<genexpr>)
        2    0.000    0.000    0.000    0.000 structures.py:82(copy)
        1    0.000    0.000    0.000    0.000 structures.py:88(LookupDict)
        1    0.000    0.000    0.000    0.000 structures.py:9(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:91(__init__)
        1    0.000    0.000    0.000    0.000 subj_alt_name.py:102(GeneralName)
        1    0.000    0.000    0.000    0.000 subj_alt_name.py:135(GeneralNames)
        1    0.000    0.000    0.000    0.000 subj_alt_name.py:141(SubjectAltName)
        1    0.000    0.000    0.000    0.000 subj_alt_name.py:31(DirectoryString)
        1    0.000    0.000    0.000    0.000 subj_alt_name.py:55(AttributeValue)
        1    0.000    0.000    0.000    0.000 subj_alt_name.py:59(AttributeType)
        1    0.000    0.000    0.000    0.000 subj_alt_name.py:63(AttributeTypeAndValue)
        1    0.035    0.035    0.104    0.104 subj_alt_name.py:7(<module>)
        1    0.000    0.000    0.000    0.000 subj_alt_name.py:71(RelativeDistinguishedName)
        1    0.000    0.000    0.000    0.000 subj_alt_name.py:75(RDNSequence)
        1    0.000    0.000    0.000    0.000 subj_alt_name.py:80(Name)
        1    0.000    0.000    0.000    0.000 subj_alt_name.py:87(Extension)
        1    0.000    0.000    0.000    0.000 subj_alt_name.py:96(Extensions)
      225    0.000    0.000    0.000    0.000 tag.py:104(__eq__)
      272    0.000    0.000    0.000    0.000 tag.py:110(__hash__)
       51    0.000    0.000    0.000    0.000 tag.py:111(__len__)
       13    0.000    0.000    0.000    0.000 tag.py:122(initTagSet)
        1    0.000    0.000    0.000    0.000 tag.py:17(Tag)
       52    0.000    0.000    0.000    0.000 tag.py:18(__init__)
        1    0.000    0.000    0.000    0.000 tag.py:2(<module>)
       34    0.000    0.000    0.000    0.000 tag.py:39(__hash__)
      199    0.000    0.000    0.000    0.000 tag.py:40(__getitem__)
        1    0.000    0.000    0.000    0.000 tag.py:55(TagSet)
       55    0.000    0.000    0.000    0.000 tag.py:56(__init__)
       19    0.000    0.000    0.000    0.000 tag.py:72(__add__)
       19    0.000    0.000    0.000    0.000 tag.py:91(tagImplicitly)
      124    0.000    0.000    0.000    0.000 tag.py:98(__getitem__)
        1    0.000    0.000    0.000    0.000 tagmap.py:1(<module>)
       30    0.000    0.000    0.000    0.000 tagmap.py:13(__getitem__)
        6    0.000    0.000    0.000    0.000 tagmap.py:29(clone)
        1    0.000    0.000    0.000    0.000 tagmap.py:3(TagMap)
       19    0.000    0.000    0.000    0.000 tagmap.py:4(__init__)
       12    0.000    0.000    0.000    0.000 tagmap.py:50(getPosMap)
        6    0.000    0.000    0.000    0.000 tagmap.py:51(getNegMap)
        6    0.000    0.000    0.000    0.000 tagmap.py:52(getDef)
       60    0.000    0.000    0.000    0.000 tagmap.py:9(__contains__)
        1    0.000    0.000    0.000    0.000 tempfile.py:108(_RandomNameSequence)
        1    0.033    0.033    0.064    0.064 tempfile.py:18(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:372(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:501(SpooledTemporaryFile)
        1    0.004    0.004    0.037    0.037 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1058(_Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1088(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1090(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1097(_set_daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1128(_DummyThread)
     4274    0.007    0.000    0.028    0.000 threading.py:113(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:124(_RLock)
     4274    0.013    0.000    0.021    0.000 threading.py:131(__init__)
    18525    0.051    0.000    0.075    0.000 threading.py:146(acquire)
    18525    0.043    0.000    0.056    0.000 threading.py:186(release)
     2849    0.002    0.000    0.009    0.000 threading.py:214(__exit__)
        5    0.000    0.000    0.000    0.000 threading.py:241(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:254(_Condition)
        5    0.000    0.000    0.000    0.000 threading.py:259(__init__)
     2859    0.004    0.000    0.006    0.000 threading.py:299(_is_owned)
     2859    0.007    0.000    0.014    0.000 threading.py:372(notify)
        1    0.000    0.000    0.000    0.000 threading.py:399(notifyAll)
        1    0.000    0.000    0.000    0.000 threading.py:422(_Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:514(_BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:541(Event)
        1    0.000    0.000    0.000    0.000 threading.py:551(_Event)
        1    0.000    0.000    0.000    0.000 threading.py:56(_Verbose)
        1    0.000    0.000    0.000    0.000 threading.py:560(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:575(set)
     4281    0.004    0.000    0.004    0.000 threading.py:58(__init__)
    39909    0.013    0.000    0.013    0.000 threading.py:63(_note)
        1    0.000    0.000    0.000    0.000 threading.py:640(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:656(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:789(_set_ident)
     8547    0.003    0.000    0.003    0.000 timeout.py:104(_validate_timeout)
     1424    0.001    0.000    0.002    0.000 timeout.py:12(current_time)
        1    0.000    0.000    0.000    0.000 timeout.py:138(from_float)
     1424    0.003    0.000    0.007    0.000 timeout.py:154(clone)
     1424    0.002    0.000    0.004    0.000 timeout.py:169(start_connect)
        1    0.000    0.000    0.000    0.000 timeout.py:19(Timeout)
     1425    0.001    0.000    0.001    0.000 timeout.py:193(connect_timeout)
     1424    0.001    0.000    0.001    0.000 timeout.py:211(read_timeout)
        1    0.000    0.000    0.000    0.000 timeout.py:3(<module>)
     2849    0.007    0.000    0.010    0.000 timeout.py:94(__init__)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:13(Codec)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:36(getregentry)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:8(<module>)
        1    0.000    0.000    0.000    0.000 univ.py:10(Integer)
    32/31    0.000    0.000    0.001    0.000 univ.py:1002(getTagMap)
       30    0.000    0.000    0.000    0.000 univ.py:1008(getComponent)
       30    0.000    0.000    0.000    0.000 univ.py:1018(getName)
        1    0.000    0.000    0.000    0.000 univ.py:1030(Any)
        1    0.000    0.000    0.000    0.000 univ.py:129(Boolean)
        1    0.000    0.000    0.000    0.000 univ.py:136(BitString)
        1    0.000    0.000    0.000    0.000 univ.py:141(__init__)
        4    0.000    0.000    0.000    0.000 univ.py:15(__init__)
        1    0.045    0.045    0.069    0.069 univ.py:2(<module>)
        1    0.000    0.000    0.000    0.000 univ.py:205(prettyIn)
        1    0.000    0.000    0.000    0.000 univ.py:263(OctetString)
       68    0.000    0.000    0.001    0.000 univ.py:269(__init__)
       30    0.000    0.000    0.001    0.000 univ.py:286(clone)
       33    0.000    0.000    0.000    0.000 univ.py:304(prettyIn)
       30    0.000    0.000    0.000    0.000 univ.py:389(__str__)
        1    0.000    0.000    0.002    0.002 univ.py:423(Null)
        1    0.000    0.000    0.000    0.000 univ.py:435(ObjectIdentifier)
        1    0.000    0.000    0.000    0.000 univ.py:470(prettyIn)
        1    0.000    0.000    0.000    0.000 univ.py:506(Real)
        1    0.000    0.000    0.000    0.000 univ.py:626(Enumerated)
        1    0.000    0.000    0.000    0.000 univ.py:633(SetOf)
       30    0.000    0.000    0.000    0.000 univ.py:658(getComponentByPosition)
       30    0.000    0.000    0.000    0.000 univ.py:659(setComponentByPosition)
        4    0.000    0.000    0.000    0.000 univ.py:70(prettyIn)
        1    0.000    0.000    0.000    0.000 univ.py:701(SequenceOf)
        1    0.000    0.000    0.000    0.000 univ.py:707(SequenceAndSetBase)
       39    0.000    0.000    0.000    0.000 univ.py:709(__init__)
        1    0.000    0.000    0.000    0.000 univ.py:837(Sequence)
        1    0.000    0.000    0.000    0.000 univ.py:853(Set)
       30    0.000    0.000    0.001    0.000 univ.py:872(setComponentByType)
       60    0.000    0.000    0.000    0.000 univ.py:891(getComponentTagMap)
        1    0.000    0.000    0.000    0.000 univ.py:899(Choice)
       30    0.000    0.000    0.000    0.000 univ.py:961(setComponentByPosition)
       98    0.000    0.000    0.000    0.000 universaldetector.py:134(close)
        1    0.008    0.008    0.200    0.200 universaldetector.py:29(<module>)
        1    0.000    0.000    0.000    0.000 universaldetector.py:44(UniversalDetector)
       98    0.001    0.000    0.002    0.000 universaldetector.py:45(__init__)
      196    0.001    0.000    0.001    0.000 universaldetector.py:52(reset)
       98    0.001    0.000    0.006    0.000 universaldetector.py:64(feed)
        1    0.000    0.000    0.001    0.001 url.py:1(<module>)
     2846    0.007    0.000    0.012    0.000 url.py:16(__new__)
     2846    0.010    0.000    0.016    0.000 url.py:44(split_first)
     2846    0.023    0.000    0.056    0.000 url.py:77(parse_url)
        1    0.000    0.000    0.000    0.000 url.py:9(Url)
        1    0.000    0.000    0.000    0.000 urllib.py:1003(addinfourl)
     1422    0.001    0.000    0.002    0.000 urllib.py:1043(_is_unicode)
        1    0.000    0.000    0.000    0.000 urllib.py:110(ContentTooShortError)
     1426    0.003    0.000    0.006    0.000 urllib.py:1123(splitport)
        1    0.000    0.000    0.000    0.000 urllib.py:116(URLopener)
      485    0.000    0.000    0.000    0.000 urllib.py:1203(<genexpr>)
     1422    0.004    0.000    0.006    0.000 urllib.py:1207(unquote)
    18515    0.035    0.000    0.080    0.000 urllib.py:1248(quote)
     2846    0.005    0.000    0.040    0.000 urllib.py:1287(quote_plus)
     1423    0.011    0.000    0.054    0.000 urllib.py:1294(urlencode)
     2850    0.044    0.000    0.079    0.000 urllib.py:1358(getproxies_environment)
     1426    0.041    0.000    1.556    0.001 urllib.py:1398(proxy_bypass_macosx_sysconf)
     2852    0.015    0.000    0.037    0.000 urllib.py:1411(ip2num)
     1424    0.002    0.000    0.207    0.000 urllib.py:1457(getproxies_macosx_sysconf)
     1426    0.005    0.000    1.599    0.001 urllib.py:1465(proxy_bypass)
     1424    0.004    0.000    0.252    0.000 urllib.py:1471(getproxies)
        1    0.002    0.002    0.003    0.003 urllib.py:23(<module>)
        1    0.000    0.000    0.000    0.000 urllib.py:610(FancyURLopener)
        1    0.000    0.000    0.000    0.000 urllib.py:854(ftpwrapper)
        1    0.000    0.000    0.000    0.000 urllib.py:949(addbase)
        1    0.000    0.000    0.000    0.000 urllib.py:978(addclosehook)
        1    0.000    0.000    0.000    0.000 urllib.py:993(addinfo)
        1    0.000    0.000    0.000    0.000 urllib2.py:1072(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1090(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1102(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1211(HTTPHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1219(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1226(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 urllib2.py:1244(UnknownHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1308(FileHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1360(FTPHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:137(URLError)
        1    0.000    0.000    0.000    0.000 urllib2.py:1420(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:150(HTTPError)
        1    0.000    0.000    0.000    0.000 urllib2.py:197(Request)
        1    0.000    0.000    0.000    0.000 urllib2.py:311(OpenerDirector)
        1    0.000    0.000    0.000    0.000 urllib2.py:493(BaseHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:512(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 urllib2.py:529(HTTPDefaultErrorHandler)
