         4335032 function calls (4299212 primitive calls) in 2840.405 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1423    0.025    0.000    0.465    0.000 cookielib.py:1228(_cookies_for_domain)
     1424    0.005    0.000    0.472    0.000 cookielib.py:1246(_cookies_for_request)
     1424    0.014    0.000    0.029    0.000 cookielib.py:1253(_cookie_attrs)
     4264    0.002    0.000    0.003    0.000 cookielib.py:1263(<lambda>)
     1424    0.019    0.000    0.611    0.000 cookielib.py:1312(add_cookie_header)
     5696    0.055    0.000    0.061    0.000 cookielib.py:1345(_normalized_cookie_tuples)
     5701    0.061    0.000    0.313    0.000 cookielib.py:1442(_cookie_from_cookie_tuple)
     5696    0.032    0.000    0.408    0.000 cookielib.py:1534(_cookies_from_attrs_set)
     2848    0.007    0.000    0.008    0.000 cookielib.py:1543(_process_rfc2109_cookies)
     2852    0.036    0.000    0.851    0.000 cookielib.py:1555(make_cookies)
     9966    0.043    0.000    0.105    0.000 cookielib.py:1622(set_cookie)
     2852    0.053    0.000    1.534    0.001 cookielib.py:1635(extract_cookies)
     1424    0.010    0.000    0.067    0.000 cookielib.py:1691(clear_expired_cookies)
     7119    0.007    0.000    0.007    0.000 cookielib.py:1710(__iter__)
        1    0.000    0.000    0.000    0.000 cookielib.py:1731(LoadError)
        1    0.000    0.000    0.000    0.000 cookielib.py:1733(FileCookieJar)
        1    0.004    0.004    0.014    0.014 cookielib.py:26(<module>)
     2848    0.004    0.000    0.007    0.000 cookielib.py:326(split_header_words)
    28472    0.009    0.000    0.009    0.000 cookielib.py:43(_debug)
     2848    0.079    0.000    0.221    0.000 cookielib.py:444(parse_ns_headers)
    29895    0.034    0.000    0.064    0.000 cookielib.py:497(is_HDN)
     9965    0.033    0.000    0.089    0.000 cookielib.py:512(domain_match)
    21353    0.065    0.000    0.414    0.000 cookielib.py:582(request_host)
    11388    0.017    0.000    0.249    0.000 cookielib.py:598(eff_request_host)
     8544    0.028    0.000    0.171    0.000 cookielib.py:609(request_path)
    14245    0.036    0.000    0.116    0.000 cookielib.py:639(escape_path)
     9965    0.025    0.000    0.065    0.000 cookielib.py:655(reach)
     9965    0.027    0.000    0.447    0.000 cookielib.py:690(is_third_party)
        1    0.000    0.000    0.000    0.000 cookielib.py:707(Cookie)
     5701    0.030    0.000    0.052    0.000 cookielib.py:725(__init__)
     8528    0.005    0.000    0.005    0.000 cookielib.py:774(is_expired)
        1    0.000    0.000    0.000    0.000 cookielib.py:805(CookiePolicy)
        1    0.000    0.000    0.000    0.000 cookielib.py:838(DefaultCookiePolicy)
     4271    0.011    0.000    0.011    0.000 cookielib.py:848(__init__)
     7124    0.005    0.000    0.005    0.000 cookielib.py:888(is_blocked)
     7124    0.004    0.000    0.004    0.000 cookielib.py:903(is_not_allowed)
     5701    0.054    0.000    0.513    0.000 cookielib.py:911(set_ok)
     5701    0.005    0.000    0.005    0.000 cookielib.py:930(set_ok_version)
     5701    0.010    0.000    0.289    0.000 cookielib.py:945(set_ok_verifiability)
     5701    0.003    0.000    0.003    0.000 cookielib.py:957(set_ok_name)
     5701    0.008    0.000    0.123    0.000 cookielib.py:966(set_ok_path)
     5701    0.011    0.000    0.018    0.000 cookielib.py:977(set_ok_domain)
     2852    0.002    0.000    0.002    0.000 cookies.py:100(__init__)
     5704    0.002    0.000    0.002    0.000 cookies.py:107(info)
     2852    0.026    0.000    1.606    0.001 cookies.py:114(extract_cookies_to_jar)
     1424    0.007    0.000    0.678    0.000 cookies.py:131(get_cookie_header)
        1    0.000    0.000    0.000    0.000 cookies.py:154(CookieConflictError)
        1    0.000    0.000    0.000    0.000 cookies.py:159(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 cookies.py:21(MockRequest)
     9966    0.032    0.000    0.147    0.000 cookies.py:289(set_cookie)
     2848    0.012    0.000    0.143    0.000 cookies.py:294(update)
     4276    0.017    0.000    0.101    0.000 cookies.py:33(__init__)
        2    0.000    0.000    0.000    0.000 cookies.py:346(copy)
     2841    0.001    0.000    0.001    0.000 cookies.py:38(get_type)
     9965    0.016    0.000    0.069    0.000 cookies.py:41(get_host)
     2847    0.016    0.000    0.087    0.000 cookies.py:415(cookiejar_from_dict)
     2844    0.008    0.000    0.158    0.000 cookies.py:435(merge_cookies)
     9965    0.008    0.000    0.077    0.000 cookies.py:44(get_origin_req_host)
    29897    0.065    0.000    0.215    0.000 cookies.py:47(get_full_url)
     9965    0.003    0.000    0.003    0.000 cookies.py:61(is_unverifiable)
     1423    0.004    0.000    0.010    0.000 cookies.py:64(has_header)
        1    0.000    0.000    0.000    0.000 cookies.py:7(<module>)
     1423    0.001    0.000    0.001    0.000 cookies.py:74(add_unredirected_header)
     1424    0.000    0.000    0.000    0.000 cookies.py:77(get_new_headers)
        1    0.000    0.000    0.000    0.000 cookies.py:93(MockResponse)
     5701    0.008    0.000    0.008    0.000 copy.py:113(_copy_with_constructor)
     5701    0.009    0.000    0.019    0.000 copy.py:66(copy)
        1    0.000    0.000    0.000    0.000 cp949prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 cp949prober.py:34(CP949Prober)
        1    0.000    0.000    0.000    0.000 debug.py:1(<module>)
        1    0.000    0.000    0.000    0.000 debug.py:17(Debug)
        1    0.000    0.000    0.000    0.000 debug.py:53(Scope)
        1    0.000    0.000    0.000    0.000 debug.py:54(__init__)
        1    0.016    0.016    0.022    0.022 decimal.py:116(<module>)
        1    0.000    0.000    0.000    0.000 decimal.py:161(DecimalException)
        1    0.000    0.000    0.000    0.000 decimal.py:184(Clamped)
        1    0.000    0.000    0.000    0.000 decimal.py:196(InvalidOperation)
        1    0.000    0.000    0.000    0.000 decimal.py:225(ConversionSyntax)
        1    0.000    0.000    0.000    0.000 decimal.py:235(DivisionByZero)
        1    0.000    0.000    0.000    0.000 decimal.py:251(DivisionImpossible)
        1    0.000    0.000    0.000    0.000 decimal.py:262(DivisionUndefined)
        1    0.000    0.000    0.000    0.000 decimal.py:273(Inexact)
        1    0.000    0.000    0.000    0.000 decimal.py:285(InvalidContext)
        1    0.000    0.000    0.000    0.000 decimal.py:299(Rounded)
        1    0.000    0.000    0.000    0.000 decimal.py:311(Subnormal)
        1    0.000    0.000    0.000    0.000 decimal.py:322(Overflow)
        1    0.000    0.000    0.000    0.000 decimal.py:360(Underflow)
        1    0.000    0.000    0.000    0.000 decimal.py:3748(_ContextManager)
        1    0.000    0.000    0.000    0.000 decimal.py:3763(Context)
        3    0.000    0.000    0.000    0.000 decimal.py:3782(__init__)
       27    0.000    0.000    0.000    0.000 decimal.py:3809(<genexpr>)
       27    0.000    0.000    0.000    0.000 decimal.py:3816(<genexpr>)
        1    0.000    0.000    0.000    0.000 decimal.py:506(Decimal)
        6    0.000    0.000    0.000    0.000 decimal.py:515(__new__)
        1    0.000    0.000    0.000    0.000 decimal.py:5418(_WorkRep)
        1    0.000    0.000    0.000    0.000 decimal.py:5672(_Log10Memoize)
        1    0.000    0.000    0.000    0.000 decimal.py:5676(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:10(_import_c_scanstring)
        1    0.000    0.000    0.000    0.000 decoder.py:112(BooleanDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:117(BitStringDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:168(OctetStringDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:17(AbstractSimpleDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:17(_floatconstants)
       30    0.000    0.000    0.001    0.000 decoder.py:171(valueDecoder)
       30    0.000    0.000    0.001    0.000 decoder.py:19(_createComponent)
        5    0.026    0.005    0.062    0.012 decoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:201(NullDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:211(ObjectIdentifierDecoder)
        1    0.000    0.000    0.003    0.003 decoder.py:24(_floatconstants)
        1    0.000    0.000    0.000    0.000 decoder.py:249(RealDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:272(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:273(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:29(AbstractConstructedDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:301(SequenceDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:302(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:303(__init__)
       45    0.000    0.000    0.001    0.000 decoder.py:31(_createComponent)
        1    0.000    0.000    0.000    0.000 decoder.py:33(Decoder)
        1    0.000    0.000    0.000    0.000 decoder.py:356(SequenceOfDecoder)
       15    0.000    0.000    0.006    0.000 decoder.py:358(valueDecoder)
       98    0.001    0.000    0.010    0.000 decoder.py:360(decode)
       98    0.009    0.000    0.009    0.000 decoder.py:371(raw_decode)
        1    0.000    0.000    0.000    0.000 decoder.py:39(EndOfOctetsDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:394(SetDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:406(SetOfDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:409(ChoiceDecoder)
       30    0.000    0.000    0.003    0.000 decoder.py:412(valueDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:44(ExplicitTagDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:455(AnyDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:500(UTF8StringDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:502(NumericStringDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:504(PrintableStringDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:506(TeletexStringDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:508(VideotexStringDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:510(IA5StringDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:512(GraphicStringDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:514(VisibleStringDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:516(GeneralStringDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:518(UniversalStringDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:520(BMPStringDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:524(GeneralizedTimeDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:526(UTCTimeDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:573(Decoder)
        3    0.000    0.000    0.000    0.000 decoder.py:577(__init__)
    75/15    0.002    0.000    0.007    0.000 decoder.py:585(__call__)
        1    0.000    0.000    0.000    0.000 decoder.py:7(AbstractDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:7(BooleanDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:75(IntegerDecoder)
        1    0.002    0.002    0.002    0.002 domreg.py:3(<module>)
       22    0.000    0.000    0.000    0.000 dyld.py:103(dyld_default_search)
        3    0.000    0.000    0.000    0.000 dyld.py:125(dyld_find)
        6    0.000    0.000    0.000    0.000 dyld.py:34(ensure_utf8)
        8    0.000    0.000    0.000    0.000 dyld.py:40(dyld_env)
        3    0.000    0.000    0.000    0.000 dyld.py:48(dyld_image_suffix)
        1    0.000    0.000    0.000    0.000 dyld.py:53(dyld_framework_path)
        3    0.000    0.000    0.000    0.000 dyld.py:56(dyld_library_path)
        1    0.000    0.000    0.000    0.000 dyld.py:59(dyld_fallback_framework_path)
        1    0.004    0.004    0.007    0.007 dyld.py:6(<module>)
        3    0.000    0.000    0.000    0.000 dyld.py:62(dyld_fallback_library_path)
        3    0.000    0.000    0.000    0.000 dyld.py:65(dyld_image_suffix_search)
        3    0.000    0.000    0.000    0.000 dyld.py:79(dyld_override_search)
        3    0.000    0.000    0.000    0.000 dyld.py:96(dyld_executable_path_search)
        1    0.000    0.000    0.002    0.002 dylib.py:6(<module>)
        1    0.000    0.000    0.003    0.003 eigenvector-sherlock.py:111(writeToFile)
       49    0.073    0.001 2838.670   57.932 eigenvector-sherlock.py:29(MVM)
        1    0.054    0.054 2840.442 2840.442 eigenvector-sherlock.py:3(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:101(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:120(__init__)
       98    0.001    0.000    0.012    0.000 encoder.py:186(encode)
        2    0.000    0.000    0.006    0.003 encoder.py:2(<module>)
       98    0.009    0.000    0.011    0.000 encoder.py:212(iterencode)
        1    0.000    0.000    0.000    0.000 encoder.py:353(JSONEncoderForHTML)
        1    0.000    0.000    0.000    0.000 encoder.py:70(JSONEncoder)
        1    0.000    0.000    0.000    0.000 encoder.py:8(_import_speedups)
        1    0.000    0.000    0.000    0.000 encoder.py:88(JSONEncoder)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 eoo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 eoo.py:3(EndOfOctets)
        2    0.002    0.001    0.002    0.001 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:1(PyAsn1Error)
        1    0.000    0.000    0.000    0.000 error.py:2(ValueConstraintError)
        1    0.000    0.000    0.000    0.000 error.py:3(SubstrateUnderrunError)
        1    0.000    0.000    0.000    0.000 error.py:3(ValueConstraintError)
        1    0.002    0.002    0.002    0.002 escprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 escprober.py:36(EscCharSetProber)
        1    0.000    0.000    0.000    0.000 escsm.py:28(<module>)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:37(EUCJPProber)
        1    0.000    0.000    0.000    0.000 euckrfreq.py:41(<module>)
        1    0.000    0.000    0.000    0.000 euckrprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 euckrprober.py:34(EUCKRProber)
        1    0.000    0.000    0.000    0.000 euctwfreq.py:44(<module>)
        1    0.000    0.000    0.000    0.000 euctwprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 euctwprober.py:33(EUCTWProber)
        1    0.000    0.000    0.000    0.000 exceptions.py:107(ReadTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:114(ConnectTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:119(EmptyPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:124(ClosedPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:129(LocationValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(RequestException)
        1    0.000    0.000    0.000    0.000 exceptions.py:134(LocationParseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:14(PoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:144(SecurityWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:149(InsecureRequestWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:154(SystemTimeWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:25(RequestError)
        1    0.000    0.000    0.000    0.000 exceptions.py:30(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:34(ConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:36(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(ProxyError)
        1    0.001    0.001    0.001    0.001 exceptions.py:4(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:41(ProxyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:46(DecodeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:46(Timeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:51(ProtocolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:55(ConnectTimeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:62(MaxRetryError)
        1    0.000    0.000    0.000    0.000 exceptions.py:62(ReadTimeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:66(URLRequired)
        1    0.000    0.000    0.000    0.000 exceptions.py:70(TooManyRedirects)
        1    0.000    0.000    0.000    0.000 exceptions.py:74(MissingSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:78(InvalidSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:8(HTTPWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:82(InvalidURL)
        1    0.000    0.000    0.000    0.000 exceptions.py:84(HostChangedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:86(ChunkedEncodingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:90(ContentDecodingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:93(StreamConsumedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:93(TimeoutStateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:98(TimeoutError)
        1    0.015    0.015    0.015    0.015 expat.py:1(<module>)
        1    0.055    0.055    0.122    0.122 fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:49(RequestField)
        1    0.019    0.019    0.201    0.201 filepost.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
     1426    0.010    0.000    0.015    0.000 fnmatch.py:24(fnmatch)
     1426    0.003    0.000    0.005    0.000 fnmatch.py:67(fnmatchcase)
        1    0.000    0.000    0.000    0.000 fnmatch.py:81(translate)
        6    0.000    0.000    0.000    0.000 framework.py:22(framework_info)
        1    0.000    0.000    0.002    0.002 framework.py:6(<module>)
        1    0.000    0.000    0.000    0.000 gb2312freq.py:42(<module>)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:33(GB2312Prober)
     2848    0.012    0.000    0.041    0.000 genericpath.py:15(exists)
       19    0.000    0.000    0.000    0.000 genericpath.py:26(isfile)
        1    0.000    0.000    0.000    0.000 handler.py:10(<module>)
        1    0.000    0.000    0.000    0.000 handler.py:208(DTDHandler)
        1    0.000    0.000    0.000    0.000 handler.py:22(ErrorHandler)
        1    0.000    0.000    0.000    0.000 handler.py:223(EntityResolver)
        1    0.000    0.000    0.000    0.000 handler.py:47(ContentHandler)
        1    0.002    0.002    0.002    0.002 hashlib.py:55(<module>)
        6    0.000    0.000    0.000    0.000 hashlib.py:94(__get_openssl_constructor)
        1    0.004    0.004    0.004    0.004 heapq.py:31(<module>)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:155(HebrewProber)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:28(<module>)
        2    0.000    0.000    0.000    0.000 hex_codec.py:27(hex_decode)
        1    0.000    0.000    0.000    0.000 hex_codec.py:45(Codec)
        1    0.000    0.000    0.000    0.000 hex_codec.py:52(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 hex_codec.py:57(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 hex_codec.py:62(StreamWriter)
        1    0.000    0.000    0.000    0.000 hex_codec.py:65(StreamReader)
        1    0.000    0.000    0.000    0.000 hex_codec.py:70(getregentry)
        1    0.000    0.000    0.000    0.000 hex_codec.py:8(<module>)
        1    0.000    0.000    0.000    0.000 hooks.py:14(<module>)
     2847    0.004    0.000    0.004    0.000 hooks.py:20(default_hooks)
     1424    0.004    0.000    0.007    0.000 hooks.py:29(dispatch_hook)
     1424    0.019    0.000 2828.431    1.986 httplib.py:1009(getresponse)
        1    0.000    0.000    0.000    0.000 httplib.py:1059(HTTP)
        1    0.000    0.000    0.000    0.000 httplib.py:1155(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 httplib.py:1180(HTTPS)
        1    0.000    0.000    0.000    0.000 httplib.py:1213(HTTPException)
        1    0.000    0.000    0.000    0.000 httplib.py:1218(NotConnected)
        1    0.000    0.000    0.000    0.000 httplib.py:1221(InvalidURL)
        1    0.000    0.000    0.000    0.000 httplib.py:1224(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 httplib.py:1229(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 httplib.py:1232(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 httplib.py:1235(IncompleteRead)
        1    0.000    0.000    0.000    0.000 httplib.py:1249(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 httplib.py:1252(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 httplib.py:1255(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 httplib.py:1258(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 httplib.py:1261(BadStatusLine)
        1    0.000    0.000    0.000    0.000 httplib.py:1268(LineTooLong)
        1    0.000    0.000    0.000    0.000 httplib.py:1276(LineAndFileWrapper)
        1    0.000    0.000    0.000    0.000 httplib.py:218(HTTPMessage)
    19909    0.028    0.000    0.038    0.000 httplib.py:220(addheader)
     1424    0.171    0.000    0.561    0.000 httplib.py:234(readheaders)
        1    0.000    0.000    0.000    0.000 httplib.py:325(HTTPResponse)
     1424    0.005    0.000    0.016    0.000 httplib.py:335(__init__)
     1424    0.033    0.000 2827.709    1.986 httplib.py:363(_read_status)
     1424    0.035    0.000 2828.397    1.986 httplib.py:402(begin)
     1424    0.005    0.000    0.011    0.000 httplib.py:488(_check_close)
     1426    0.008    0.000    0.057    0.000 httplib.py:518(close)
     4258    0.002    0.000    0.002    0.000 httplib.py:523(isclosed)
     1425    0.004    0.000    1.116    0.001 httplib.py:534(read)
     1423    0.031    0.000    1.112    0.001 httplib.py:579(_read_chunked)
     2847    0.014    0.000    0.879    0.000 httplib.py:637(_safe_read)
        1    0.016    0.016    0.133    0.133 httplib.py:67(<module>)
     1424    0.003    0.000    0.007    0.000 httplib.py:673(getheaders)
        1    0.000    0.000    0.000    0.000 httplib.py:680(HTTPConnection)
        1    0.000    0.000    0.000    0.000 httplib.py:691(__init__)
        1    0.000    0.000    0.000    0.000 httplib.py:721(_set_hostport)
       28    0.000    0.000    0.000    0.000 httplib.py:777(close)
     1424    0.005    0.000    0.089    0.000 httplib.py:787(send)
    12617    0.009    0.000    0.012    0.000 httplib.py:807(_output)
     1424    0.007    0.000    0.099    0.000 httplib.py:814(_send_output)
     1424    0.024    0.000    0.041    0.000 httplib.py:835(putrequest)
    11193    0.032    0.000    0.044    0.000 httplib.py:945(putheader)
     1424    0.004    0.000    0.103    0.000 httplib.py:956(endheaders)
     1424    0.003    0.000    0.256    0.000 httplib.py:971(request)
     1424    0.029    0.000    0.253    0.000 httplib.py:992(_send_request)
        1    0.000    0.000    0.000    0.000 idna.py:146(Codec)
     1422    0.011    0.000    0.032    0.000 idna.py:147(encode)
        1    0.000    0.000    0.000    0.000 idna.py:197(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 idna.py:231(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 idna.py:271(StreamWriter)
        1    0.000    0.000    0.000    0.000 idna.py:274(StreamReader)
        1    0.000    0.000    0.000    0.000 idna.py:279(getregentry)
        1    0.025    0.025    0.032    0.032 idna.py:3(<module>)
     4266    0.006    0.000    0.013    0.000 idna.py:62(ToASCII)
        1    0.020    0.020    0.021    0.021 io.py:34(<module>)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
        1    0.000    0.000    0.000    0.000 io.py:72(RawIOBase)
        1    0.000    0.000    0.000    0.000 io.py:75(BufferedIOBase)
        1    0.000    0.000    0.000    0.000 io.py:78(TextIOBase)
        1    0.000    0.000    0.000    0.000 jisfreq.py:44(<module>)
        1    0.000    0.000    0.000    0.000 jpcntx.py:123(JapaneseContextAnalysis)
        1    0.000    0.000    0.000    0.000 jpcntx.py:179(SJISContextAnalysis)
        1    0.000    0.000    0.000    0.000 jpcntx.py:198(EUCJPContextAnalysis)
        1    0.001    0.001    0.001    0.001 jpcntx.py:28(<module>)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.000    0.000    0.000    0.000 langbulgarianmodel.py:38(<module>)
        1    0.000    0.000    0.000    0.000 langcyrillicmodel.py:31(<module>)
        1    0.000    0.000    0.000    0.000 langgreekmodel.py:35(<module>)
        1    0.000    0.000    0.000    0.000 langhebrewmodel.py:38(<module>)
        1    0.000    0.000    0.000    0.000 langhungarianmodel.py:35(<module>)
        1    0.000    0.000    0.000    0.000 langthaimodel.py:37(<module>)
        1    0.003    0.003    0.003    0.003 latin1prober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 latin1prober.py:97(Latin1Prober)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:30(<module>)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:35(MultiByteCharSetProber)
        1    0.021    0.021    0.170    0.170 mbcsgroupprober.py:30(<module>)
        1    0.000    0.000    0.000    0.000 mbcsgroupprober.py:41(MBCSGroupProber)
        1    0.000    0.000    0.000    0.000 mbcssm.py:28(<module>)
        1    0.050    0.050    0.114    0.114 mimetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetools.py:20(Message)
     1424    0.018    0.000    0.633    0.000 mimetools.py:24(__init__)
     1424    0.018    0.000    0.028    0.000 mimetools.py:33(parsetype)
     1424    0.010    0.000    0.014    0.000 mimetools.py:50(parseplist)
        1    0.001    0.001    0.001    0.001 mimetypes.py:24(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:381(_default_mime_types)
        1    0.000    0.000    0.000    0.000 mimetypes.py:56(MimeTypes)
        1    0.000    0.000    0.000    0.000 minicompat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minicompat.py:51(NodeList)
        1    0.000    0.000    0.000    0.000 minicompat.py:75(EmptyNodeList)
        1    0.000    0.000    0.000    0.000 models.py:162(RequestHooksMixin)
     1422    0.005    0.000    0.021    0.000 models.py:163(register_hook)
     1422    0.001    0.000    0.001    0.000 models.py:172(<genexpr>)
        1    0.000    0.000    0.000    0.000 models.py:186(Request)
     1422    0.010    0.000    0.013    0.000 models.py:210(__init__)
        1    0.000    0.000    0.000    0.000 models.py:264(PreparedRequest)
     1424    0.005    0.000    0.006    0.000 models.py:283(__init__)
     1422    0.012    0.000    1.182    0.001 models.py:298(prepare)
        2    0.000    0.000    0.000    0.000 models.py:318(copy)
     1422    0.002    0.000    0.003    0.000 models.py:328(prepare_method)
     1422    0.028    0.000    0.348    0.000 models.py:334(prepare_url)
     1422    0.005    0.000    0.057    0.000 models.py:403(prepare_headers)
     8433    0.008    0.000    0.014    0.000 models.py:407(<genexpr>)
     1422    0.008    0.000    0.021    0.000 models.py:411(prepare_body)
     1422    0.003    0.000    0.007    0.000 models.py:466(prepare_content_length)
     1422    0.005    0.000    0.029    0.000 models.py:478(prepare_auth)
     1424    0.007    0.000    0.689    0.000 models.py:500(prepare_cookies)
     1422    0.003    0.000    0.024    0.000 models.py:512(prepare_hooks)
        1    0.000    0.000    0.000    0.000 models.py:518(Response)
        1    0.000    0.000    0.000    0.000 models.py:53(RequestEncodingMixin)
     1424    0.035    0.000    0.109    0.000 models.py:536(__init__)
     1424    0.005    0.000    0.009    0.000 models.py:54(path_url)
     1424    0.005    0.000    0.011    0.000 models.py:622(is_redirect)
        2    0.000    0.000    0.000    0.000 models.py:629(is_permanent_redirect)
       98    0.001    0.000    0.216    0.002 models.py:634(apparent_encoding)
     1424    0.004    0.000    0.004    0.000 models.py:639(iter_content)
     2848    0.006    0.000    1.207    0.000 models.py:649(generate)
     1720    0.011    0.000    1.229    0.001 models.py:710(content)
       98    0.002    0.000    0.218    0.002 models.py:734(text)
     1423    0.012    0.000    0.086    0.000 models.py:75(_encode_params)
        1    0.004    0.004    0.005    0.005 models.py:8(<module>)
        2    0.000    0.000    0.000    0.000 models.py:827(close)
       60    0.000    0.000    0.000    0.000 namedtype.py:124(getTagMap)
       48    0.000    0.000    0.000    0.000 namedtype.py:14(getType)
       30    0.000    0.000    0.000    0.000 namedtype.py:15(getName)
